"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"1566","CONCEJO DE BOLIVAR -- BOLIVAR, VALLE DEL CAUCA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1,235,227,000,000"
"1571","CONCEJO DE BUENAVISTA","890001879","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","1","1","3","0","0","0","0","0","0","1","1","1","3","2","0","4","1","3","0","0","0","1,045,684,000,000"
"1572","CONCEJO DE BUENAVISTA -- BUENAVISTA, BOYACA","891808260","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1,002,000,000,000"
"1573","CONCEJO DE BUENAVISTA -- BUENAVISTA, CORDOBA","812000212","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","4","0","1","0","1","0","0","0","6","1","6","1","2","0","7","3","0","0","0","0","6","1,063,511,000,000"
"1574","CONCEJO DE BUENAVISTA -- BUENAVISTA, SUCRE","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1,235,051,000,000"
"1575","CONCEJO DE BUGALAGRANDE","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1,994,012,000,000"
"1576","CONCEJO DE CABRERA","890205575","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","811,691,000,000"
"1578","CONCEJO DE CABUYARO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1,020,683,000,000"
"1579","CONCEJO DE CACERES","900229386","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","3","0","1","0","1","0","0","0","12","1","0","7","1","5","12","2","0","0","0","0","12","1,703,680,000,000"
"1581","CONCEJO DE CACHIRA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","1","3","3","0","1","0","0","0","0","0","0","4","2","1","0","3","4","0","0","0","0","3,000,000,000,000"
"1583","CONCEJO DE CAJAMARCA","809004404","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","3","0","0","0","2","0","0","0","6","2","3","0","3","1","0","9","0","0","0","0","0","1,006,000,000,000"
"1586","CONCEJO DE CALARCA","890000441","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","13","3","0","1","0","3","0","0","0","11","0","6","3","4","3","13","2","0","0","0","1","12","1,823,457,000,000"
"1588","CONCEJO DE CALDONO","891501723","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","1","0","0","0","4","0","0","0","9","0","4","1","5","3","10","2","1","0","0","0","9","1,117,172,000,000"
"1590","CONCEJO DE CALIMA DEL DARIEN","890309611","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","4","0","3","0","0","0","0","0","8","0","0","2","2","8","11","0","0","0","1","0","10","2,654,732,000,000"
"1591","CONCEJO DE CAMPO DE LA CRUZ","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1,197,762,000,000"
"1595","CONCEJO DE CANDELARIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","1","0","0","0","3","0","0","0","9","0","3","3","3","3","11","1","0","0","0","0","9","1,500,000,000,000"
"1596","CONCEJO DE CANTAGALLO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1,107,118,000,000"
"1597","CONCEJO DE CAÑASGORDAS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1,231,000,000,000"
"1598","CONCEJO DE CAPARRAPI","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1,866,000,000,000"
"1599","CONCEJO DE CARAMANTA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1,411,281,000,000"
"1600","CONCEJO DE CAREPA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1,599,987,000,000"
"1601","CONCEJO DE CARMEN APICALA","900131670","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","2","0","3","0","0","0","0","0","7","0","0","6","4","0","8","2","0","0","0","0","7","2,180,462,000,000"
"1603","CONCEJO DE CARMEN DEL DARIEN","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1,100,000,000,000"
"1604","CONCEJO DE CAROLINA DEL PRINCIPE","890984068","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1,680,000,000,000"
"1605","CONCEJO DE CARTAGENA DEL CHAIRA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"1607","CONCEJO DE CARURU","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0","2","0","0","0","0","0","2","905,000,000,000"
"1608","CONCEJO DE CASTILLA LA NUEVA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1,259,650,000,000"
"1609","CONCEJO DE CAUCASIA","890906445","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2,990,759,000,000"
"1611","CONCEJO DE CERETE","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","1,680,752,500,000"
"1612","CONCEJO DE CERINZA","891857805","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","4","0","1","0","1","0","0","0","5","0","1","4","2","1","4","3","1","0","0","0","4","1,065,129,000,000"
"1614","CONCEJO DE CERRO SAN ANTONIO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","2","0","1","0","2","0","0","0","6","2","2","3","3","0","7","2","0","1","0","0","7","976,350,000,000"
"1616","CONCEJO DE CHAGUANI","899999400","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1,630,000,000,000"
"1618","CONCEJO DE CHARTA","890206724","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","3","0","1","0","0","0","0","0","6","0","1","2","3","2","6","1","1","0","0","0","6","1,189,256,000,000"
"1619","CONCEJO DE CHIGORODO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1,986,641,000,000"
"1621","CONCEJO DE CHIMICHAGUA","824000550","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","9","5","0","1","0","0","0","0","0","12","1","2","4","5","2","13","1","0","0","0","0","12","0"
"1622","CONCEJO DE CHINACOTA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","9","3","0","2","0","3","0","0","0","4","1","2","4","4","1","7","5","0","0","0","0","5","1,884,741,000,000"
"1624","CONCEJO DE CHINCHINA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","13","3","0","4","0","3","0","0","0","7","1","3","6","5","1","9","4","3","0","0","0","7","4,512,500,000,000"
"1625","CONCEJO DE CHIRIGUANA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","1","0","0","0","0","0","1","1","0","1","0","0","2","0","0","0","0","0","1","781,242,000,000"
"1628","CONCEJO DE CHITAGA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","6","0","2","0","1","0","0","0","8","0","3","4","2","3","9","2","0","1","0","0","8","2,828,920,666,666"
"1630","CONCEJO DE CHIVOLO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1,304,289,000,000"
"1631","CONCEJO DE CHOACHI","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","877,803,000,000"
"1632","CONCEJO DE CICUCO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3,691,591,000,000"
"1633","CONCEJO DE CIENAGA  (MAGD)","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","2,230,155,000,000"
"1634","CONCEJO DE CIENAGA DE ORO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","0","0","0","0","0","0","0","0","3","0","0","2","1","0","3","0","0","0","0","0","3","0"
"1636","CONCEJO DE CIUDAD BOLIVAR","890980330","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","816,882,000,000"
"1640","CONCEJO DE COLON(GENOVA)","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3,691,591,000,000"
"1643","CONCEJO DE CONDOTO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1,122,540,000,000"
"1645","CONCEJO DE CONSACA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","3,691,591,000,000"
"1647","CONCEJO DE CORDOBA -- CORDOBA, BOLIVAR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","750,000,000,000"
"1648","ASAMBLEA DEPARTAMENTAL DE BOLIVAR","806005597","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","NO APLICA","NO APLICA","ASAMBLEA DEPARTAMENTAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","3","0","0","0","2","0","0","0","0","0","0","2","0","2","0","0","0","2","2","0","0","6,683,669,750,000"
"1649","CONCEJO DE CORDOBA -- CORDOBA, NARIÑO","814003379","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3,691,591,000,000"
"1650","CONCEJO DE CORDOBA -- CORDOBA, QUINDIO","8900010613","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","3","0","0","0","1","0","0","0","7","0","2","6","1","0","6","3","0","0","0","0","5","1,384,585,000,000"
"1651","CONCEJO DE CORRALES","891855748","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","901,942,000,000"
"1652","CONCEJO DE COTA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","2","0","3","0","3","0","0","0","4","0","6","5","3","0","6","6","2","0","0","0","4","3,258,907,666,666"
"1656","CONCEJO DE CUBARRAL","822001165","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","3","0","3","0","1","0","0","0","4","0","0","3","6","0","5","2","1","1","0","0","4","981,202,000,000"
"1659","CONCEJO DE CUMARIBO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1,400,000,000,000"
"1660","CONCEJO DE CURILLO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","781,382,000,000"
"1661","CONCEJO DE CURUMANI","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1,391,767,000,000"
"1662","CONCEJO DE DABEIBA","890980094","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1,952,642,000,000"
"1663","CONCEJO DE DAGUA","800100514","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1,580,887,000,000"
"1665","CONCEJO DE ALVARADO","809003506","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1,224,610,000,000"
"1666","CONCEJO DE ANSERMANUEVO","800100532","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","2,013,050,000,000"
"1667","CONCEJO DE BETULIA","890208119","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1,478,810,000,000"
"1669","CONCEJO DE BRICEÑO -- BRICEÑO, ANTIOQUIA","890984415","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","4","0","1","0","1","0","0","0","7","1","0","6","2","0","7","2","0","0","0","0","7","3,677,307,666,666"
"1670","CONCEJO DE BURITICA","890983808","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1,363,157,000,000"
"1671","CONCEJO DE CHIA","900233350","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","1,619,175,500,000"
"1672","CONCEJO DE CHIQUIZA","800099723","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","984,163,000,000"
"1674","ASAMBLEA DEPARTAMENTAL DEL CASANARE","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","NO APLICA","NO APLICA","ASAMBLEA DEPARTAMENTAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","1","0","0","0","0","0","0","0","1","0","1","2","0","0","1","2","0","0","0","0","1","3,998,638,000,000"
"1675","CONCEJO DE CURITI","800099489","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","9","1","0","2","0","0","0","0","0","6","0","1","5","2","2","8","2","0","0","0","0","7","0"
"1679","CONCEJO DE FUENTE DE ORO","822002477","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1,335,000,000,000"
"1681","CONCEJO DE GUICAN","800099202","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","933,052,000,000"
"1685","CONCEJO DE MORELIA","828002198","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","703,669,000,000"
"1686","CONCEJO DE PADILLA","800095978","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1,345,500,000,000"
"1689","CONCEJO DE PUERTO TEJADA","891500580","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","1,360,921,000,000"
"1690","CONCEJO DE SAN JOSE DE LA MONTAÑA","800022618","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","3","0","0","0","2","0","0","0","6","0","2","2","3","1","7","0","0","1","0","0","6","1,495,222,000,000"
